XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Lyxor UCITS ETF STOXX Europe 600 Basic Resources ,FR0010345389,Lyxor ETF,Swap-based,Accumulating,1.5252358899999998,0.66500207,1.2935806650947717,0.0001213460050187429,88.12682906,34.65,Equities
iShares MSCI World Momentum Factor UCITS ETF,IE00BP3QZ825,iShares,Full Replication,Accumulating,1.5121790800000001,3.65381125,-0.5861365088303343,0.00012030722030211212,39.371099597408694,46.33,Equities
UBS ETF – MSCI Japan UCITS ETF (JPY) A-dis,LU0136240974,UBS-ETF,Full Replication,Distributing,1.5073576100000001,9.292488538,-0.8377875201205871,0.00011992362972005618,894.5759520800001,22.61,Equities
iShares STOXX Europe 600 Retail UCITS ETF (DE),DE000A0H08P6,iShares,Full Replication,Distributing,1.5044690900000002,0.35437875,3.2453704969612316,0.00011969382240650238,15.72501388,46.35,Equities
iShares STOXX Europe 600 Media UCITS ETF (DE),DE000A0H08L5,iShares,Full Replication,Distributing,1.4908203100000001,2.23903123,-0.3341672550051925,0.000118607941240685,28.27372613,37.42,Equities
SPDR S&P U.S. Technology Select Sector UCITS ETF,IE00BWBXM948,SPDR,Full Replication,Accumulating,1.469071155,0.037060525000000004,38.63978262585324,0.0001168776035997425,8.617886571834498,36.83,Equities
Deka MSCI China UCITS ETF,DE000ETFL326,Deka ETFs,Full Replication,Distributing,1.449566786,1.4927259990000001,-0.028913017545693642,0.00011532585853913983,20.99665496808256,56.98,Equities
Amundi ETF MSCI Europe Telecom Services UCITS ETF,FR0010713735,Amundi ETF,Swap-based,Acc / Distr,1.4411367099999999,0.33868519,3.2550921993370885,0.00011465517143341981,66.08978092999999,15.36,Equities
Lyxor UCITS ETF STOXX Europe 600 Telecommunications ,FR0010344812,Lyxor ETF,Swap-based,Accumulating,1.4394314,4.87061173,-0.7044659932275078,0.00011451949894028269,122.6573432,31.08,Equities
Amundi ETF MSCI World ex Europe UCITS ETF - EUR,FR0010756122,Amundi ETF,Swap-based,Acc / Distr,1.435743158,2.719781088,-0.47211076496756643,0.00011422606666847696,47.321914,28.71,Equities
Amundi ETF STOXX Europe 600 UCITS ETF,FR0010791004,Amundi ETF,Swap-based,Acc / Distr,1.435721269,4.310685213999999,-0.6669389673045144,0.00011422432520492941,169.75504938,12.54,Equities
SPDR MSCI EM Latin America UCITS ETF,IE00B454X613,SPDR,Optimised,Accumulating,1.43319913,1.8373306200000001,-0.21995578019594542,0.00011402366674038727,4.6725266545933,94.63,Equities
ComStage MSCI Emerging Markets TRN UCITS ETF,LU0635178014,ComStage ETF,Swap-based,Accumulating,1.4242992509999999,1.774580774,-0.1973883229955471,0.00011331560265083833,62.76101756,19.98,Equities
SPDR MSCI Europe Financials UCITS ETF,IE00BKWQ0G16,SPDR,Full Replication,Accumulating,1.40754887,0.44591682,2.156527869928746,0.00011198296169331939,335.59496155,22.69,Equities
Amundi ETF NASDAQ-100 UCITS ETF,FR0010892216,Amundi ETF,Swap-based,Acc / Distr,1.405115364,2.0675291540000003,-0.32038909280599204,0.00011178935476784302,145.092849759,10.59,Equities
db x-trackers MSCI Nordic Index UCITS ETF (DR),IE00B9MRHC27,db X-trackers,Full Replication,Distributing,1.3950858899999998,5.74254379,-0.7570613405805653,0.00011099142140532597,48.451672,44.68,Equities
iShares MSCI Europe ex-UK UCITS ETF,DE000A0J2094,iShares,Optimised,Distributing,1.37765844,2.79142889,-0.5064683736220843,0.00010960491362051121,1734.32578335,20.2,Equities
SPDR Dow Jones Global Real Estate UCITS ETF,IE00B8GF1M35,SPDR,Optimised,Distributing,1.3659981,0.9993508299999999,0.36688544102174836,0.00010867723044347802,182.76000664214908,56.57,Equities
db x-trackers MSCI EFM Africa TOP 50 Capped Index UCITS ETF,LU0592217524,db X-trackers,Swap-based,Accumulating,1.33314949,1.4759613249999999,-0.09675852109471761,0.00010606383298800723,24.114424588727996,94.39,Equities
Lyxor UCITS ETF MSCI World Energy TR ,LU0533032420,Lyxor ETF,Swap-based,Accumulating,1.32873705,0.171919838,6.728817485274736,0.00010571278436012258,34.39526075,71.96,Equities
Source Russell 2000 UCITS ETF ,IE00B60SX402,Source Markets,Swap-based,Accumulating,1.29831402,0.26736022499999995,3.8560477535504782,0.00010329236324672658,17.6279467682742,14.9,Equities
UBS ETF – MSCI Pacific Socially Responsible UCITS ETF (USD) A-dis,LU0629460832,UBS-ETF,Full Replication,Distributing,1.29562306,1.38257628,-0.0628921682353758,0.00010307827357849484,21.60409616,50.48,Equities
iShares Core MSCI Pacific ex Japan UCITS ETF,IE00B52MJY50,iShares,Full Replication,Accumulating,1.2698443659999998,1.229888365,0.03248750222952124,0.00010102735047079071,132.5881273539537,42.36,Equities
iShares MSCI World Quality Factor UCITS ETF,IE00BP3QZ601,iShares,Full Replication,Accumulating,1.2684068899999998,2.7540615600000002,-0.5394413442232571,0.000100912986541215,39.0678315367322,48.45,Equities
Lyxor UCITS ETF STOXX Europe 600 Retail ,FR0010344986,Lyxor ETF,Swap-based,Accumulating,1.2578931899999999,1.175265,0.0703060075812687,0.00010007652871765463,71.36780707999999,34.79,Equities
ComStage STOXX Europe 600 Automobiles & Parts NR UCITS ETF,LU0378435043,ComStage ETF,Swap-based,Accumulating,1.24439489,1.7577113400000002,-0.29203683125808366,9.900261956675962e-05,23.8869316,12.13,Equities
db x-trackers MSCI World Energy Index UCITS ETF,LU0540980736,db X-trackers,Swap-based,Accumulating,1.23923992,1.6984535090000001,-0.2703715977897869,9.859249611005846e-05,40.09487639508,51.01,Equities
UBS ETFs plc - MSCI Canada SF UCITS ETF (CAD) A-acc,IE00B5TZCY80,UBS-ETF,Swap-based,Accumulating,1.227374,0.00030447000000000004,,9.764845722577021e-05,44.626577343468,65.01,Equities
db x-trackers MSCI North America High Dividend Yield Index UCITs ETF (DR),IE00BH361H73,db X-trackers,Full Replication,Accumulating,1.21835925,3.00702622,-0.5948291897501313,9.693125413219318e-05,90.406038174858,41.37,Equities
UBS ETF – MSCI Europe & Middle East Socially Responsible UCITS ETF (EUR) A-dis,LU0629460675,UBS-ETF,Full Replication,Distributing,1.2182745,2.17919299,-0.44095153316365987,9.692451152012068e-05,34.716892,36.76,Equities
SPDR MSCI World Small Cap UCITS ETF,IE00BCBJG560,SPDR,Optimised,Accumulating,1.20434884,0.79850347,0.5082574907282493,9.581660210143442e-05,34.234505084169,147.36,Equities
Lyxor UCITS ETF STOXX Europe 600 Chemicals ,FR0010345470,Lyxor ETF,Swap-based,Accumulating,1.18747018,0.34840604999999997,2.4082937997201834,9.447375541490015e-05,114.48900259999999,44.76,Equities
Lyxor UCITS ETF MSCI EMU Growth ,FR0010168765,Lyxor ETF,Swap-based,Distributing,1.1807460900000002,0.377432423,2.1283642264088165,9.393879458409616e-05,25.45994075,53.91,Equities
UBS ETF – MSCI World Socially Responsible UCITS ETF (USD) A-dis,LU0629459743,UBS-ETF,Full Replication,Distributing,1.17961657,2.5935989100000003,-0.5451815755119978,9.38489312780414e-05,99.47193455,31.08,Equities
Ossiam STOXX Europe 600 Equal Weight NR UCITS ETF 1C-EUR,LU0599613147,Ossiam,Swap-based,Accumulating,1.17473658,3.64337812,-0.67756940363906,9.346068491240452e-05,56.90437545,26.79,Equities
Amundi ETF MSCI World Energy UCITS ETF - EUR,FR0010791145,Amundi ETF,Swap-based,Acc / Distr,1.17143194,2.192568679,-0.46572622731513535,9.31977715724718e-05,54.341205300000006,45.49,Equities
Source STOXX Europe 600 Optimised Chemicals UCITS ETF,IE00B5MTY077,Source Markets,Swap-based,Accumulating,1.1705338200000002,8.49313725,-0.8621788644708408,9.312631818303747e-05,2.5830881,15.83,Equities
Lyxor UCITS ETF STOXX Europe 600 Media ,FR0010344929,Lyxor ETF,Swap-based,Accumulating,1.1702305,0.24864432,3.7064437265247,9.310218639431965e-05,12.85584783,23.81,Equities
ComStage Dow Jones Switzerland Titans 30 Net TR UCITS ETF,LU0392496427,ComStage ETF,Swap-based,Accumulating,1.168215547,0.444486701,1.6282350953847775,9.294187906189087e-05,46.050256600000004,55.98,Equities
ComStage STOXX Europe 600 Food & Beverage NR UCITS ETF,LU0378435803,ComStage ETF,Swap-based,Accumulating,1.15368247,3.41728631,-0.662398065206307,9.178564424854683e-05,49.50803761,9.54,Equities
iShares MSCI EMU Large Cap UCITS ETF,IE00BCLWRF22,iShares,Optimised,Accumulating,1.15065923,0.49430477,1.3278335549948266,9.15451187674602e-05,219.81817198,20.97,Equities
UBS (Irl) ETF plc - MSCI EMU Cyclical UCITS ETF (EUR),IE00BMP3HJ57,UBS-ETF,Full Replication,Distributing,1.15034839,0.18226522,5.311398247016079,9.152038869623166e-05,22.710716010000002,30.37,Equities
iShares MSCI Korea UCITS ETF (Acc),IE00B5W4TY14,iShares,Full Replication,Accumulating,1.13813444,0.43722422,1.6030910181508244,9.054866094728741e-05,35.9519422545899,50.42,Equities
Amundi ETF NASDAQ-100 EUR Hedged Daily UCITS ETF,FR0010949479,Amundi ETF,Swap-based,Acc / Distr,1.13434349,12.74704724,-0.9110112743255198,9.02470573456794e-05,51.58784772,33.98,Equities
ComStage MSCI Europe Small Cap TRN UCITS ETF,LU0392496344,ComStage ETF,Swap-based,Accumulating,1.1321168929999998,1.027299465,0.10203200874829599,9.006991186116242e-05,38.39606975,32.47,Equities
db x-trackers EURO STOXX 50 ex Financials UCITS ETF (DR),LU0835262626,db X-trackers,Full Replication,Distributing,1.115280527,3.817579065,-0.7078566002142512,8.8730430036398e-05,29.42676,27.96,Equities
Source Morningstar US Energy Infrastructure MPL UCITS ETF,DE000A119M34,Source Markets,Swap-based,Accumulating,1.10545772,0.7694530500000001,0.4366798857968006,8.794893886160001e-05,38.96391465,36.17,Equities
Lyxor UCITS ETF MSCI ACWI ,FR0011079466,Lyxor ETF,Swap-based,Accumulating,1.09793387,0.6697477199999999,0.6393245355131634,8.7350350049308e-05,148.14724809999998,41.58,Equities
HSBC MSCI AC Far East ex Japan UCITS  ETF,DE000A1W2EK4,HSBC ETFs,Optimised,Accumulating,1.0859166999999998,0.6568888,0.6531210457538623,8.639427788978708e-05,121.1641847463,35.86,Equities
Amundi ETF Russell 2000 UCITS ETF- EUR,FR0011636190,Amundi ETF,Swap-based,Acc / Distr,1.07872082,2.14430802,-0.496937562169823,8.582178199173012e-05,31.84558518,15.27,Equities
Lyxor UCITS ETF EURO STOXX 50 Daily Short ,FR0010424135,Lyxor ETF,Swap-based,Accumulating,1.07386371,9.74430072,-0.8897957133244139,8.543535593245572e-05,75.28605747,27.29,Equities
ComStage MSCI Japan TRN UCITS ETF,LU0392495452,ComStage ETF,Swap-based,Accumulating,1.05985193,1.0775104199999999,-0.016388231308240964,8.432059490607998e-05,10.15099317,35.6,Equities
Lyxor UCITS ETF MSCI EMU ,FR0007085501,Lyxor ETF,Swap-based,Distributing,1.0553660900000001,1.29273675,-0.18361871432834243,8.396370665900807e-05,191.31357519999997,17.22,Equities
db x-trackers MSCI Canada Index UCITS ETF,LU0476289540,db X-trackers,Swap-based,Accumulating,1.0542862,1.20902057,-0.12798324018589702,8.387779185840649e-05,48.74612390369099,33.15,Equities
db x-trackers JPX-Nikkei 400 UCITS ETF (DR),IE00BRB36B93,db X-trackers,Full Replication,Distributing,1.0473212299999999,0.39351,1.6614856801606055,8.332366689313611e-05,3.3168366000000002,46.59,Equities
HSBC MSCI EM Far East UCITS ETF ,DE000A1C22Q4,HSBC ETFs,Optimised,Distributing,1.03486092,0.91284575,0.13366460872496821,8.233233902725756e-05,20.385403693500002,37.13,Equities
db x-trackers HSI Short Daily UCITS ETF ,LU0429790313,db X-trackers,Swap-based,Accumulating,1.027454971,5.121289128,-0.7993757147233652,8.17431302822925e-05,9.063692979546605,67.02,Equities
Lyxor UCITS ETF Thailand (SET50 Net TR) ,FR0011067529,Lyxor ETF,Swap-based,Accumulating,0.99640277,1.1663585,-0.14571482953140058,7.927265305113515e-05,8.37516891,85.48,Equities
HSBC MSCI Malaysia UCITS ETF,DE000A1JF7S5,HSBC ETFs,Full Replication,Distributing,0.9916701800000001,0.41742,1.3757131426381104,7.889613365917956e-05,3.988707853,78.99,Equities
db x-trackers MSCI Philippines IM Index UCITS ETF (DR),LU0592215403,db X-trackers,Full Replication,Accumulating,0.987253755,1.8471851259999998,-0.4655361062061735,7.854476798929954e-05,41.30195936626,109.8,Equities
Source STOXX Europe 600 Optimised Technology UCITS ETF,IE00B5MTWZ80,Source Markets,Swap-based,Accumulating,0.98680487,0.70187093,0.40596344401954343,7.850905521738014e-05,19.32433057,14.07,Equities
Lyxor UCITS ETF FTSE EPRA/NAREIT United States ,FR0010833566,Lyxor ETF,Swap-based,Distributing,0.9825713100000001,1.795333955,-0.4527083347008829,7.817223807560206e-05,33.53924641,132.08,Equities
HSBC MSCI Canada UCITS ETF,DE000A1JF7N6,HSBC ETFs,Full Replication,Distributing,0.9666661999999999,1.10292677,-0.12354453052218517,7.690684590214378e-05,40.9558511022,51.15,Equities
iShares MSCI South Africa UCITS ETF,IE00B52XQP83,iShares,Full Replication,Accumulating,0.95636932,0.17005182000000002,4.623987558615955,7.608763802725082e-05,27.635712371454098,40.04,Equities
Amundi ETF STOXX Europe 50 UCITS ETF,FR0010790980,Amundi ETF,Swap-based,Acc / Distr,0.9549330699999999,0.21653651999999998,3.4100324046955217,7.597337163681846e-05,147.94687969999998,16.21,Equities
Amundi ETF MSCI Germany UCITS ETF,FR0010655712,Amundi ETF,Swap-based,Acc / Distr,0.94661467,14.676490615,-0.9355012928613521,7.531156934461834e-05,90.04744375,8.51,Equities
db x-trackers FTSE 100 Short Daily UCITS ETF,LU0328473581,db X-trackers,Swap-based,Accumulating,0.944309853,0.66998934,0.40944011586811224,7.512820076728354e-05,43.912513193335855,16.77,Equities
iShares MSCI Brazil UCITS ETF (Acc),IE00B59L7C92,iShares,Full Replication,Accumulating,0.93845809,0.6827965,0.37443307046828744,7.466264126463736e-05,56.931206536082,81.64,Equities
Amundi ETF JPX-Nikkei 400 UCITS ETF (EUR),FR0012205631,Amundi ETF,Swap-based,Accumulating,0.9336353100000001,0.50358539,0.8539761647969972,7.427894646049511e-05,147.80751439999997,39.89,Equities
ComStage STOXX Europe 600 Financial Services NR UCITS ETF,LU0378435712,ComStage ETF,Swap-based,Accumulating,0.93204827,0.07205515,11.9352068519738,7.415268339189858e-05,6.19825292,8.85,Equities
iShares MSCI EMU USD Hedged UCITS ETF,IE00BWZN1T31,iShares,Full Replication,Accumulating,0.927428987,0.060174226000000004,14.412395782207485,7.378517857393826e-05,13.467578582964,280.41,Equities
SPDR S&P U.S. Utilities Select Sector UCITS ETF,IE00BWBXMB69,SPDR,Full Replication,Accumulating,0.92634289,2.09951135,-0.5587816707921107,7.369876995158881e-05,5.6745939112462995,141.92,Equities
HSBC EURO STOXX 50 UCITS ETF ,DE000A1C0BB7,HSBC ETFs,Full Replication,Distributing,0.925650415,0.4472275,1.0697528998104993,7.364367744073441e-05,123.6677877,15.72,Equities
HSBC S&P BRIC 40 UCITS ETF,DE000A1JF7K2,HSBC ETFs,Full Replication,Distributing,0.9128874699999999,0.56276914,0.6221349130835425,7.262827228394653e-05,3.8662344633999997,63.57,Equities
UBS(Irl) ETF plc - MSCI USA 100% hedged to EUR UCITS ETF (EUR) A-acc,IE00BD4TYG73,UBS-ETF,Full Replication,Accumulating,0.8975641400000001,1.39657319,-0.3573096301526453,7.140916585504927e-05,379.2001575,22.46,Equities
ComStage ATX UCITS ETF,LU0392496690,ComStage ETF,Swap-based,Accumulating,0.892834713,0.38992331,1.289770039652156,7.103289810771886e-05,16.45733565,35.22,Equities
db x-trackers MSCI Europe Mid Cap Index UCITS ETF (DR),LU0322253732,db X-trackers,Optimised,Accumulating,0.891177483,4.201150898,-0.7878730127441378,7.090105080382594e-05,36.949625604064,18.93,Equities
Lyxor UCITS ETF STOXX Europe 600 Financial Services ,FR0010345363,Lyxor ETF,Swap-based,Accumulating,0.8817246999999999,0.74216964,0.18803660575498604,7.014899831091017e-05,64.93429682,63.22,Equities
ETFS-E Fund MSCI China A GO UCITS ETF,DE000A1XEFE1,ETF Securities,Optimised,Accumulating,0.8762604,1.29379785,-0.32272232482068197,6.97142649168357e-05,18.4625,242.31,Equities
iShares MSCI China A UCITS ETF,IE00BQT3WG13,iShares,Optimised,Accumulating,0.875340615,0.23870455,2.667046208377679,6.964108788503496e-05,21.4598439086217,106.12,Equities
EasyETF Russell 1000 (EUR),FR0010616292,EasyETF,Swap-based,Accumulating,0.837636372,0.78806796,0.06289865153254026,6.66413818787031e-05,65.54675734,30.01,Equities
Deka EURO STOXX 50 Daily Short UCITS ETF,DE000ETFL334,Deka ETFs,Swap-based,Accumulating,0.8333045,1.3632605,-0.38874155012926725,6.629674314780323e-05,1.8469027199999999,13.7,Equities
Ossiam Shiller Barclays CAPE US Sector Value TR UCITS ETF 1C (EUR),LU1079841273,Ossiam,Swap-based,Accumulating,0.83319258,0.556776,0.49645922238027484,6.628783892192528e-05,12.237178,17.82,Equities
WisdomTree Europe Equity UCITS ETF - USD Hedged,DE000A14SLJ6,WisdomTree ETFs,Full Replication,Distributing,0.8299698000000001,0,,6.603143826900445e-05,72.01337210631789,46.48,Equities
iShares Asia Pacific Dividend UCITS ETF,DE000A0J2086,iShares,Full Replication,Distributing,0.826305818,1.988958725,-0.5845535618141096,6.57399360947666e-05,349.74332929578577,47.94,Equities
ComStage STOXX Europe 600 Oil & Gas NR UCITS ETF,LU0378436447,ComStage ETF,Swap-based,Accumulating,0.8243209399999999,0.5715791899999999,0.44218151119182636,6.558202149458656e-05,21.95125698,13.05,Equities
iShares Core FTSE 100 UCITS ETF,IE00B53HP851,iShares,Full Replication,Accumulating,0.820141263,3.228538534,-0.7459713568963089,6.524949122202741e-05,397.18168489749746,48.39,Equities
UBS ETF – MSCI Europe UCITS ETF (EUR) A-dis,LU0446734104,UBS-ETF,Full Replication,Distributing,0.80918384,0.989918638,-0.18257540676792472,6.437773130930302e-05,205.58686496,20.55,Equities
HSBC MSCI Brazil UCITS ETF ,DE000A1C22N1,HSBC ETFs,Full Replication,Distributing,0.8021724499999999,2.091787575,-0.616513426321504,6.381991322247032e-05,6.0325088761,69.71,Equities
iShares Dow Jones Global Sustainability Screened UCITS ETF,DE000A1JB4P2,iShares,Full Replication,Accumulating,0.79487259,2.94495437,-0.7300900149430838,6.323914479576085e-05,106.7768612706573,34.27,Equities
ComStage Nikkei 225 UCITS ETF,LU0378453376,ComStage ETF,Swap-based,Accumulating,0.79412558,1.094676375,-0.27455675655738887,6.317971354332092e-05,44.71180383,22.8,Equities
Lyxor UCITS ETF MSCI Indonesia ,FR0011067511,Lyxor ETF,Swap-based,Accumulating,0.7898779699999999,0.39929774,0.9781678954656741,6.284177859977741e-05,22.48078898,111.54,Equities
ComStage MSCI Taiwan TRN UCITS ETF,LU0392495619,ComStage ETF,Swap-based,Accumulating,0.78943542,1.54262656,-0.48825241281985965,6.280656983313801e-05,16.13774798,40.63,Equities
Amundi ETF MSCI UK UCITS ETF,FR0010655761,Amundi ETF,Swap-based,Acc / Distr,0.7885715,0.91708177,-0.1401295655457201,6.273783735618601e-05,141.52706759999998,16.78,Equities
db x-trackers MSCI World Consumer Discretionary Index UCITS ETF,LU0540979720,db X-trackers,Swap-based,Accumulating,0.780582538,1.663544898,-0.530771583659415,6.210224477060469e-05,34.651962072009994,51.97,Equities
Deka MSCI Japan UCITS ETF,DE000ETFL300,Deka ETFs,Full Replication,Distributing,0.777011755,1.90464525,-0.5920438438601624,6.181815740111665e-05,19.966599681104004,33.33,Equities
SPDR MSCI EM Beyond BRIC UCITS ETF,IE00BCBJFC69,SPDR,Optimised,Accumulating,0.76101899,0.1241641,5.129138696289829,6.054579149714256e-05,6.1243024873192,84.1,Equities
